c,k,beta,post_objective,x_rel_to_direct,objective_improvement,x_rel_improvement,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio
10,50,0.002,123.82944483410262,0.006264889035252356,-14.256656698731533,-1.3489281191945805e-05,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,50,0.001,114.77287347313022,0.006258138112785106,-5.200085337759134,-6.738358724695838e-06,4467599414.880443,2.5189623051478067,1900108.1451798826,1.581969790798997,1.5819701041753849
10,100,1.0,44285.76762047947,0.00872631909458491,-44176.194832344096,-0.002474919340524501,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.8,28428.840931553892,0.007990176151826412,-28319.26814341852,-0.0017387763977660025,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.5,11245.267755582961,0.007068986095352059,-11135.69496744759,-0.0008175863412916489,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.3,4173.016271261215,0.006616633119822085,-4063.4434831258436,-0.0003652333657616748,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.2,1947.385544086557,0.0064499395799868815,-1837.8127559511859,-0.0001985398259264715,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.1,593.4060635214248,0.006327330315288385,-483.83327538605374,-7.593056122797478e-05,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.05,242.81508930920077,0.006283400050873578,-133.24230117382967,-3.2000296813167704e-05,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.02,136.7998804755911,0.006262755045722828,-27.22709234022001,-1.1355291662418394e-05,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.01,118.84236352134822,0.006256835647190573,-9.269575385977134,-5.435893130163391e-06,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.005,113.12167691812887,0.0062540571810251275,-3.5488887827577855,-2.657426964717581e-06,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.002,110.73173990625268,0.006252448190107516,-1.1589517708816004,-1.0484360471064297e-06,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,100,0.001,110.10883106584662,0.006251921548807511,-0.5360429304755314,-5.217947471013173e-07,688391388.6794109,1.3973738177722732,44285.76762047947,1.7168469176165804,1.716847337330685
10,200,1.0,1413.7215792881816,0.005727484729209033,-1304.1487911528104,0.0005239150248513768,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.8,958.943802493178,0.005454953233740635,-849.371014357807,0.0007964465203197752,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.5,457.5243289532191,0.005405459636554636,-347.951540817848,0.0008459401175057741,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.3,244.74820415086322,0.00561692667864562,-135.17541601549215,0.0006344730754147898,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.2,175.07092299097434,0.005789824385401392,-65.49813485560325,0.0004615753686590179,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.1,129.9833940629122,0.00600267531816055,-20.410605927541113,0.0002487244358998601,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.05,116.68801952778831,0.006122811814774972,-7.115231392417229,0.00012858793928543794,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.02,111.67656448403012,0.00619898329091671,-2.1037763486590393,5.241646314370005e-05,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.01,110.50089867678543,0.006225030694452809,-0.9281105414143411,2.636905960760102e-05,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.005,110.00589353718163,0.00623817527101753,-0.43310540181055046,1.3224483042880049e-05,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.002,109.73860159734323,0.006246100404480119,-0.1658134619721494,5.299349580291206e-06,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
10,200,0.001,109.6544567415192,0.006248748489241297,-0.08166860614811355,2.6512648191130347e-06,118533185.91206554,0.9161015654502485,1413.7215792881816,6.719610095367866,6.719612312471352
