experiment,cycle,k_used,relative_state_error,algebraic_residual,fixed_residual_norm,e_rel_to_exact,pre_residual_ratio
fixed_k_2,35,2,0.00318898430054152,46.34685836535858,46.34685836535877,0.09111924637869706,1.0
fixed_k_2,36,2,0.0028983028890233087,41.52609238080072,41.52609238080075,0.08281357013380679,1.0
fixed_k_2,37,2,0.002231951493693409,31.90495804563785,31.904958045637805,0.06377382855864573,1.0
fixed_k_2,38,2,0.0023618023393983975,37.115101201465194,37.115101201465215,0.06748407297777842,1.0
fixed_k_2,39,2,0.002846225952227179,39.3364840718317,39.33648407183156,0.08132556932061798,1.0
fixed_k_2,40,2,0.0020323468958109237,29.22635859712774,29.2263585971278,0.058070501474885704,1.0
fixed_k_2,41,2,0.0016114147788084865,26.096771637395623,26.096771637395612,0.04604315556648983,1.0
fixed_k_2,42,2,0.0020507037192683984,31.734946836987586,31.734946836987604,0.058595013282777976,1.0
fixed_k_2,43,2,0.0018649604056216868,27.85190513790122,27.851905137901092,0.05328774640175731,1.0
fixed_k_2,44,2,0.0013252867920524611,19.950670167238922,19.950670167238844,0.037867584894075434,1.0
fixed_k_2,45,2,0.0013814780547065821,21.402062883013915,21.40206288301394,0.03947314485523696,1.0
fixed_k_2,46,2,0.00141768962721795,21.132692162474584,21.132692162474893,0.0405078226349588,1.0
fixed_k_2,47,2,0.0009821205181545938,14.880943383755662,14.880943383755726,0.028062252125622866,1.0
fixed_k_2,48,2,0.0009576747240752742,13.476456976183547,13.476456976183742,0.027363759402379083,1.0
fixed_k_2,49,2,0.0010105411738922931,14.832751269328813,14.832751269328911,0.028874319069028976,1.0
fixed_k_2,50,2,0.0009137801373135249,12.007953291219808,12.007953291219769,0.02610955389505618,1.0
fixed_k_2,51,2,0.000910757893715975,9.722622477502336,9.722622477502371,0.026023198954101275,1.0
fixed_k_2,52,2,0.0008395442820431824,9.955412031792608,9.955412031792749,0.023988403538839267,1.0
fixed_k_2,53,2,0.000799893501861071,10.075532151954848,10.075532151954876,0.022855456848322367,1.0
fixed_k_2,54,2,0.0010285998307451726,11.268302372663445,11.268302372663578,0.029390311326487905,1.0
fixed_k_2,55,2,0.0010070484246405493,11.60037915930266,11.600379159302665,0.02877452030786513,1.0
fixed_k_2,56,2,0.0008820660718858379,11.591768156895427,11.591768156895462,0.025203383946548794,1.0
fixed_k_2,57,2,0.0010599874088730197,13.002335876660934,13.002335876660718,0.03028715251301747,1.0
fixed_k_2,58,2,0.0011157244478639183,12.332977578111578,12.332977578111606,0.031879733881316034,1.0
fixed_k_2,59,2,0.0008618458922628218,10.974925008141053,10.97492500814099,0.02462563023160575,1.0
fixed_k_2,60,2,0.0010415524101018922,14.358575867139011,14.35857586713893,0.029760406992323688,1.0
fixed_k_2,61,2,0.0012298067602677578,16.354514514576344,16.35451451457649,0.0351394220303409,1.0
fixed_k_2,62,2,0.001019517501200504,14.054589189213031,14.054589189213035,0.029130800790165653,1.0
fixed_k_2,63,2,0.0009116406701095391,13.515511806684168,13.515511806684188,0.026048422633133485,1.0
fixed_k_2,64,2,0.0011295487749973545,14.934212653005316,14.934212653005352,0.03227473810587808,1.0
