cycle,sweep,cycle_start_residual,current_residual,residual_ratio,outer_sample,ratio_target
1,275,7276196.130319717,92986524.52069998,12.779551685423595,75,1.0
1,276,7276196.130319717,92413355.51795913,12.700778519819597,75,1.0
1,277,7276196.130319717,91931364.22971532,12.63453631309356,75,1.0
1,278,7276196.130319717,88379812.50696526,12.146430761904412,75,1.0
1,279,7276196.130319717,92232699.13455553,12.675950109456823,75,1.0
1,280,7276196.130319717,91068383.71414602,12.515933062148568,75,1.0
1,281,7276196.130319717,87459555.00689471,12.019955680201232,75,1.0
1,282,7276196.130319717,88493604.18635567,12.162069658568596,75,1.0
1,283,7276196.130319717,87731617.90908866,12.05734649503376,75,1.0
1,284,7276196.130319717,87556110.40987568,12.033225718728454,75,1.0
1,285,7276196.130319717,86566120.90501904,11.897167057427204,75,1.0
1,286,7276196.130319717,88554777.3090018,12.170476952922748,75,1.0
1,287,7276196.130319717,83995565.8635503,11.543884243793677,75,1.0
1,288,7276196.130319717,84373412.76923256,11.5958134247716,75,1.0
1,289,7276196.130319717,87104003.36101215,11.971090635950846,75,1.0
1,290,7276196.130319717,85280729.12242872,11.72050994709532,75,1.0
1,291,7276196.130319717,85122091.19979438,11.698707631738083,75,1.0
1,292,7276196.130319717,83400748.23035777,11.462135810609757,75,1.0
1,293,7276196.130319717,84163821.6273819,11.567008381848515,75,1.0
1,294,7276196.130319717,81132809.85802998,11.150442951908856,75,1.0
1,295,7276196.130319717,84465047.96594551,11.608407257465462,75,1.0
1,296,7276196.130319717,82783488.65222023,11.377303081106296,75,1.0
1,297,7276196.130319717,79457907.297699,10.92025364277909,75,1.0
1,298,7276196.130319717,80623828.55086768,11.080491386826465,75,1.0
1,299,7276196.130319717,80025726.01448072,10.998291494784704,75,1.0
1,300,7276196.130319717,79921585.6376153,10.983979019557232,75,1.0
2,1,79921600.93397085,40996010541.297844,512.9528195408358,75,1.0
2,2,79921600.93397085,107491376430.90314,1344.9602507300838,75,1.0
2,3,79921600.93397085,160819354801.09567,2012.2138811253349,75,1.0
2,4,79921600.93397085,115021942849.69371,1439.1846697956144,75,1.0
2,5,79921600.93397085,12933384112.410107,161.82588888697728,75,1.0
2,6,79921600.93397085,53007341195.090965,663.2417340949445,75,1.0
2,7,79921600.93397085,17091066412.58745,213.84789860137616,75,1.0
2,8,79921600.93397085,8612977305.738129,107.76782753456035,75,1.0
2,9,79921600.93397085,37259725007.85642,466.2034365232428,75,1.0
2,10,79921600.93397085,14149934632.163141,177.04768756888953,75,1.0
2,11,79921600.93397085,10756429377.982014,134.587261169464,75,1.0
2,12,79921600.93397085,15839500317.36362,198.1879758696251,75,1.0
2,13,79921600.93397085,1104046451.8556252,13.814118322876935,75,1.0
2,14,79921600.93397085,1207804078.2383075,15.112360915244475,75,1.0
2,15,79921600.93397085,7422271549.609253,92.86940530309623,75,1.0
2,16,79921600.93397085,7724522061.76232,96.65124286166538,75,1.0
2,17,79921600.93397085,1299979091.815347,16.265678823042546,75,1.0
2,18,79921600.93397085,6051867151.812117,75.72254660929542,75,1.0
2,19,79921600.93397085,2528614125.3104143,31.638682105473457,75,1.0
2,20,79921600.93397085,293957377.9839843,3.6780716921179324,75,1.0
2,21,79921600.93397085,67937287.83658208,0.8500491361867251,75,1.0
3,1,67935906.27325913,48663341308.91844,716.3125360126867,75,1.0
3,2,67935906.27325913,140142206141.66718,2062.859154008663,75,1.0
3,3,67935906.27325913,224001624989.07816,3297.249382205555,75,1.0
3,4,67935906.27325913,136557273846.11012,2010.089823440858,75,1.0
3,5,67935906.27325913,31281752155.646496,460.45977556877887,75,1.0
